,time,neu,neu_clean,pos,pos_clean,neg,neg_clean,com,com_clean,close,high,low,open,volumefrom,volumeto,price_delta,delta_bool
126,2019-07-29 20:00:00,0.8568770270270284,0.7244076576576575,0.10538243243243234,0.20406981981982028,0.03774414414414413,0.07152117117117121,0.1604488738738741,0.14883261261261257,9520.83,9527.47,9467.58,9476.5,859.89,8167090.93,44.32999999999993,1
127,2019-07-29 21:00:00,0.8446946291560118,0.7046337595907928,0.11169462915601032,0.2148874680306905,0.043616368286444995,0.08047672634271089,0.16412419437340192,0.1522979028132994,9504.49,9536.86,9501.8,9520.83,838.07,7989435.04,-16.340000000000146,0
128,2019-07-29 22:00:00,0.8563887339654219,0.7209654210819846,0.10134857780256532,0.20476854433909666,0.04225822643614054,0.07426547685443396,0.13050317902955955,0.13452744004461809,9513.09,9525.37,9486.36,9504.49,489.77,4659277.37,8.600000000000364,1
129,2019-07-29 23:00:00,0.8446050913838112,0.7053674934725856,0.1156671018276762,0.22195561357702384,0.03973302872062666,0.07267428198433422,0.17557610966057483,0.16338511749347293,9506.93,9526.51,9437.7,9513.09,1202.59,11417618.89,-6.1599999999998545,0
130,2019-07-30 00:00:00,0.8469709715639819,0.7052186018957345,0.11010248815165889,0.2142695497630336,0.04293127962085306,0.08051007109004742,0.15326178909952626,0.14798672985782027,9520.66,9528.4,9503.73,9506.93,430.38,4101223.89,13.729999999999563,1
131,2019-07-30 01:00:00,0.8465238718116419,0.7109254414650095,0.11111118378024847,0.211858731196861,0.042359712230215826,0.07721386527141931,0.15770896010464383,0.15071523871811643,9471.93,9522.62,9464.57,9520.66,595.78,5661304.88,-48.72999999999956,0
132,2019-07-30 02:00:00,0.8502177747625498,0.7208846675712348,0.10723744911804613,0.21091858887381246,0.04254681139755768,0.06819945725915876,0.14968717774762572,0.15449559023066486,9412.84,9481.79,9391.78,9471.93,1611.59,15204259.74,-59.090000000000146,0
133,2019-07-30 03:00:00,0.8458622589531691,0.712128787878788,0.11323622589531673,0.2136170798898073,0.04089325068870526,0.07425344352617079,0.16748760330578538,0.16014022038567519,9434.0,9439.29,9395.91,9412.84,792.74,7474973.56,21.159999999999854,1
134,2019-07-30 04:00:00,0.8466910394265237,0.7198681003584219,0.1134810035842294,0.2109641577060931,0.03983154121863804,0.06916630824372763,0.16465118279569896,0.15212401433691758,9425.46,9447.61,9422.18,9434.0,548.06,5177400.68,-8.540000000000873,0
135,2019-07-30 05:00:00,0.8440835755813947,0.7042514534883721,0.11619331395348846,0.22740552325581406,0.039726017441860495,0.06834593023255811,0.16911046511627922,0.17334367732558167,9448.31,9453.65,9407.9,9425.46,813.73,7679278.5,22.850000000000364,1
136,2019-07-30 06:00:00,0.8561189060642095,0.7220737217598091,0.10406004756242572,0.2089375743162904,0.03982520808561237,0.06898394768133174,0.14688079667063025,0.14822282996432834,9504.37,9523.52,9447.45,9448.31,1122.75,10658659.96,56.06000000000131,1
137,2019-07-30 07:00:00,0.854446504237288,0.719246822033899,0.10870074152542361,0.21302913135593263,0.036854343220338995,0.06772245762711865,0.16704337923728835,0.16650677966101715,9495.73,9509.18,9484.86,9504.37,474.37,4509404.24,-8.640000000001237,0
138,2019-07-30 08:00:00,0.8609564958283665,0.7343390941597147,0.11278724672228836,0.21447258641239605,0.02626281287246722,0.05118951132300358,0.1993927294398092,0.1828262216924912,9483.46,9522.47,9468.59,9495.73,526.6,5010829.77,-12.270000000000437,0
139,2019-07-30 09:00:00,0.8572338227297454,0.7289233278955947,0.10685970636215329,0.2091908646003266,0.035908102229472515,0.06188961392060907,0.16749293094072903,0.1634814573137577,9487.93,9499.35,9471.28,9483.46,362.9,3449744.05,4.470000000001164,1
140,2019-07-30 10:00:00,0.8441007234279345,0.7064652198107947,0.11827601558152455,0.22469894268224866,0.03762604340567614,0.06884529771841956,0.18999532554257115,0.1760724540901505,9499.54,9523.58,9471.22,9487.93,627.15,5961058.99,11.610000000000582,1
141,2019-07-30 11:00:00,0.8591377477042061,0.7291952634122766,0.1066365393910101,0.20902078298695062,0.03422812953117451,0.06178298695021748,0.1620594490091829,0.15607626872885463,9538.05,9603.47,9470.16,9499.54,1817.6,17330342.48,38.5099999999984,1
142,2019-07-30 12:00:00,0.8475375647668395,0.7045885146804836,0.11246200345423121,0.22862521588946494,0.04000129533678756,0.06678367875647664,0.16809883419689142,0.17510617443868756,9548.72,9606.51,9528.66,9538.05,1998.29,19125275.98,10.670000000000073,1
143,2019-07-30 13:00:00,0.8560374396135267,0.7235966183574879,0.10906481481481495,0.21268276972624783,0.03489653784219004,0.06371980676328506,0.16983438003220583,0.1605903381642511,9557.14,9567.62,9539.13,9548.72,757.76,7240437.21,8.420000000000073,1
144,2019-07-30 14:00:00,0.8536589704769127,0.7176714610143833,0.10746744890234683,0.21373580620741894,0.03887358062074188,0.0685968962906889,0.15643077214231665,0.1556628311884935,9561.92,9583.91,9546.87,9557.14,1095.64,10481245.82,4.780000000000655,1
145,2019-07-30 15:00:00,0.8542784883720924,0.7248784883720942,0.10622209302325573,0.20621511627906983,0.039501162790697694,0.06891453488372093,0.14959360465116295,0.14610244186046545,9699.85,9749.53,9561.69,9561.92,4818.62,46689706.28,137.9300000000003,1
149,2019-07-30 19:00:00,0.8616962305986693,0.7315624538063564,0.10571470805617143,0.2047324464153732,0.03258832224685884,0.06370509977827055,0.16874042867701416,0.15742535107169262,9608.34,9666.6,9524.86,9646.41,2411.29,23104047.18,-38.06999999999971,0
150,2019-07-30 20:00:00,0.8508324396782844,0.7189240393208227,0.11082663092046459,0.20795576407506727,0.038332886505808725,0.07311483467381591,0.1664263181411976,0.15097292225201087,9542.21,9626.59,9534.99,9608.34,1260.06,12075446.22,-66.13000000000102,0
151,2019-07-30 21:00:00,0.8537857862903231,0.7287283266129029,0.1084702620967742,0.19911995967741944,0.03774445564516131,0.07214566532258063,0.15913377016129046,0.13950015120967765,9588.45,9590.41,9527.58,9542.21,816.29,7809541.15,46.2400000000016,1
152,2019-07-30 22:00:00,0.8494267806267813,0.7206603988603976,0.1099230769230767,0.2078934472934471,0.040643874643874645,0.07144672364672364,0.15932672364672376,0.153349515669516,9582.39,9651.71,9576.48,9588.45,1167.09,11216415.84,-6.06000000000131,0
153,2019-07-30 23:00:00,0.8516410256410257,0.7147644603458544,0.11166428145497911,0.21876982707215245,0.036699463327370285,0.06646451997614788,0.16825158020274322,0.1621449016100181,9595.52,9615.31,9579.68,9582.39,559.82,5381200.11,13.130000000001019,1
154,2019-07-31 00:00:00,0.8551941875825627,0.7175475561426675,0.10853896961690865,0.21391017173051527,0.03626816380449143,0.0685455746367239,0.16535924702774127,0.15760885072655245,9712.01,9715.83,9581.6,9595.52,2072.58,20049091.36,116.48999999999978,1
155,2019-07-31 01:00:00,0.8476490747087049,0.7111261137765595,0.11231734064427701,0.2191473612063058,0.04002056202878685,0.06972583961617547,0.16500795065113108,0.1643685400959565,9714.15,9731.66,9672.03,9712.01,1320.52,12819527.83,2.139999999999418,1
156,2019-07-31 02:00:00,0.8487680763983629,0.7097619372442011,0.11306548431105047,0.21821077762619376,0.03817121418826742,0.07203001364256484,0.16397053206002757,0.1546071623465214,9687.22,9714.55,9676.45,9714.15,518.29,5027478.8,-26.93000000000029,0
157,2019-07-31 03:00:00,0.8473040293040286,0.7032014652014641,0.11723589743589742,0.22770402930402933,0.03545567765567766,0.06909450549450545,0.18419523809523822,0.1725223443223447,9687.31,9694.77,9654.21,9687.22,749.91,7271491.58,0.09000000000014552,1
158,2019-07-31 04:00:00,0.8494454873646209,0.7130916967509023,0.10906498194945835,0.20957906137184135,0.04149097472924188,0.07732924187725634,0.15422259927797863,0.14730548736462096,9685.8,9693.7,9660.36,9687.31,659.47,6390386.49,-1.5100000000002183,0
159,2019-07-31 05:00:00,0.8538543140028297,0.7165919377652058,0.10898514851485144,0.21579702970296993,0.03715629420084864,0.06761386138613862,0.16393981612446987,0.16411428571428593,9708.77,9785.18,9685.6,9685.8,2268.18,22104536.18,22.970000000001164,1
160,2019-07-31 06:00:00,0.8525339038841354,0.7210757077024359,0.11257208689927581,0.21235352205398272,0.03489861751152072,0.06657537853851221,0.17134930875576057,0.16108189598420042,9774.91,9788.08,9705.68,9708.77,1196.6,11674875.54,66.13999999999942,1
161,2019-07-31 07:00:00,0.8545263440860218,0.7192166666666661,0.10734623655913984,0.21392150537634402,0.03813172043010753,0.06686290322580646,0.15446903225806471,0.1564512365591401,9741.09,9816.92,9737.7,9774.91,1390.95,13598125.68,-33.81999999999971,0
162,2019-07-31 08:00:00,0.855625073920756,0.7236339444115921,0.10778296865759897,0.2133441750443525,0.03659018332347724,0.06302128917800122,0.16199059727971632,0.1644373151981078,9761.44,9780.89,9739.72,9741.09,768.3,7502290.27,20.350000000000364,1
163,2019-07-31 09:00:00,0.8457264623955445,0.7144529247910855,0.12439554317548734,0.23088300835654615,0.029880222841225625,0.054657938718662966,0.18869699164345402,0.180101894150418,9767.36,9768.26,9733.58,9761.44,782.22,7630332.42,5.920000000000073,1
164,2019-07-31 10:00:00,0.852871610403986,0.723567791920311,0.11582346430547881,0.21891090204759303,0.03131156613171001,0.05752462645268403,0.18613812949640302,0.1686868843386831,9777.33,9793.37,9756.39,9767.36,857.97,8382619.79,9.969999999999345,1
165,2019-07-31 11:00:00,0.8529805389221555,0.7185868263473055,0.11212425149700604,0.22114770459081826,0.03489670658682638,0.06027445109780439,0.16929201596806426,0.1716543413173657,9767.88,9780.9,9756.63,9777.33,853.01,8346304.34,-9.450000000000728,0
166,2019-07-31 12:00:00,0.8554798177083329,0.7297180989583342,0.10819466145833322,0.1994817708333334,0.036325520833333326,0.0708014322916667,0.1570344401041668,0.14031529947916682,9836.97,9890.95,9767.84,9767.88,3737.28,36765136.7,69.09000000000015,1
167,2019-07-31 13:00:00,0.8548388003748836,0.7182825679475154,0.10515932521087155,0.20981958762886627,0.04000421743205249,0.07189597000937208,0.14746185567010317,0.1480796626054358,9960.92,9961.26,9836.92,9836.97,2989.99,29588981.03,123.95000000000073,1
168,2019-07-31 14:00:00,0.8544218061674025,0.7207922173274584,0.10363142437591762,0.2024831130690163,0.04194456681350949,0.07672797356828193,0.14053821585903076,0.13623854625550644,9967.77,10046.89,9939.37,9960.92,3811.02,38074174.28,6.850000000000364,1
169,2019-07-31 15:00:00,0.853228024042074,0.7221788129226134,0.10946506386175787,0.20961269722013534,0.037305409466566485,0.0682077385424493,0.167564124718257,0.1539488354620585,10055.97,10092.67,9967.77,9967.77,4073.32,40897576.83,88.19999999999891,1
170,2019-07-31 16:00:00,0.848046894282187,0.7103385438091315,0.11294076511723572,0.21585972850678734,0.03901234060057595,0.07380378445084324,0.1657819004524889,0.15977782805429883,9990.82,10123.94,9972.42,10055.97,3640.45,36553157.2,-65.14999999999964,0
171,2019-07-31 17:00:00,0.8533550212164067,0.7185294672324383,0.10990806223479492,0.2123451202263086,0.03673785950023573,0.06912918434700616,0.1714909005186233,0.15894714757190012,10031.33,10039.27,9974.27,9990.82,1490.01,14922002.11,40.51000000000022,1
172,2019-07-31 18:00:00,0.8498973789426936,0.7171341625944028,0.10298622834295866,0.20180630830741916,0.04711150599733449,0.08106130608618398,0.1309194135939583,0.13463749444691273,9990.53,10037.39,9964.53,10031.33,1711.22,17104523.7,-40.79999999999927,0
173,2019-07-31 19:00:00,0.8533204369594912,0.7152157487482936,0.10649066909421939,0.21597451069640422,0.040190714610832935,0.06881292671825218,0.15243145197997277,0.1604547109695039,9999.58,10018.6,9988.88,9990.53,1046.78,10465014.54,9.049999999999272,1
174,2019-07-31 20:00:00,0.8545608755129964,0.7245134518923837,0.10351436388508892,0.2035462836297311,0.04192248062015502,0.07194710442316463,0.14204423164614685,0.1401743274053809,10029.43,10068.52,9999.24,9999.58,1924.39,19325387.63,29.850000000000364,1
175,2019-07-31 21:00:00,0.8489679658302185,0.7099631607047507,0.10819914575547238,0.2167026161238657,0.042837693539775755,0.07333796049119057,0.15445915643352914,0.16149615589962626,10049.74,10056.44,10016.41,10029.43,981.65,9865019.85,20.30999999999949,1
176,2019-07-31 22:00:00,0.8585248924400734,0.7242587584511375,0.10039090350338033,0.20037123540258123,0.04110141364474493,0.07537553779963127,0.13880092194222513,0.13986705593116178,10014.56,10054.31,9988.53,10049.74,1256.93,12594523.51,-35.18000000000029,0
177,2019-07-31 23:00:00,0.8495213559322036,0.7210583050847467,0.10623796610169498,0.20738644067796605,0.044233898305084694,0.07155864406779662,0.1426075254237288,0.14632969491525435,10089.25,10100.12,10005.23,10014.56,1928.97,19390584.88,74.69000000000051,1
178,2019-08-01 00:00:00,0.8486105060858429,0.7134708520179363,0.11231838565022408,0.21800576553491327,0.039068545803971795,0.06852978859705318,0.16660000000000014,0.1610994875080078,10054.28,10164.91,10046.36,10089.25,2528.09,25547068.8,-34.969999999999345,0
179,2019-08-01 01:00:00,0.8555539280958719,0.7235818908122504,0.1070685752330227,0.20916111850865515,0.03737683089214381,0.06725832223701735,0.15710026631158475,0.15273715046604544,10036.94,10067.54,10002.38,10054.28,1317.84,13226575.78,-17.340000000000146,0
180,2019-08-01 02:00:00,0.8490817694369985,0.71408109919571,0.11242158176943706,0.22023793565683672,0.038492627345844514,0.06568833780160861,0.16516715817694386,0.16379631367292255,10041.13,10046.23,10013.46,10036.94,964.04,9684923.34,4.18999999999869,1
181,2019-08-01 03:00:00,0.8514019543973929,0.7166162866449506,0.11019674267100976,0.21597719869706838,0.038400651465798054,0.06741172638436486,0.16318657980456044,0.1631418892508147,10009.86,10042.3,9988.97,10041.13,1123.05,11258249.77,-31.269999999998618,0
182,2019-08-01 04:00:00,0.846327626459144,0.7024210116731526,0.11385680933852123,0.22248638132295728,0.03980544747081716,0.07509105058365756,0.17115276264591445,0.16073704280155637,9990.42,10016.73,9953.59,10009.86,1408.48,14052939.44,-19.44000000000051,0
183,2019-08-01 05:00:00,0.8557686131386858,0.7223481751824818,0.10661094890510944,0.2103204379562044,0.03762189781021892,0.06733138686131385,0.1611653284671533,0.1580523357664234,9930.5,10002.58,9911.78,9990.42,1314.97,13075925.15,-59.92000000000007,0
184,2019-08-01 06:00:00,0.8450165061898212,0.7041059147180191,0.11549999999999987,0.2229841815680879,0.039477991746905104,0.07290646492434666,0.17101740027510348,0.16382180192572257,9964.66,9970.56,9890.49,9930.5,2372.9,23563617.95,34.159999999999854,1
185,2019-08-01 07:00:00,0.8525306838106379,0.7270549386323786,0.10821917007597888,0.20905669199298646,0.03925540619520746,0.06389070718877848,0.1582681472822914,0.16091040327294023,9974.32,9992.54,9951.97,9964.66,824.53,8239102.18,9.659999999999854,1
186,2019-08-01 08:00:00,0.8504214239897377,0.71095766516998,0.1101340602950608,0.2149679281590766,0.03944130853110972,0.07407568954457987,0.16020429762668414,0.15204830019243132,9986.91,10000.31,9974.29,9974.32,501.78,5014725.01,12.590000000000146,1
187,2019-08-01 09:00:00,0.8540616113744073,0.7298240521327019,0.11092654028436015,0.20390758293838843,0.03501125592417061,0.06627310426540291,0.17454597156398144,0.1538549763033178,9963.16,9986.91,9937.15,9986.91,1162.49,11573970.65,-23.75,0
188,2019-08-01 10:00:00,0.8585413533834588,0.7123765182186227,0.10739271255060712,0.213493927125506,0.03406651243493351,0.07413071139386931,0.16604858299595168,0.15148189705031836,9954.02,9965.28,9923.68,9963.16,580.97,5777992.81,-9.139999999999418,0
189,2019-08-01 11:00:00,0.8532339214570289,0.7022794536141141,0.11019237336368812,0.22615310187820148,0.03657313602731929,0.0715697211155379,0.17253124644280024,0.16872367672168473,9975.79,9980.92,9934.3,9954.02,551.76,5499473.42,21.770000000000437,1
190,2019-08-01 12:00:00,0.8540027675276751,0.7211577490774904,0.10882518450184504,0.21369003690036945,0.03717297047970476,0.0651572878228782,0.16996369926199256,0.1638169280442804,10031.17,10041.08,9972.51,9975.79,1954.43,19577838.2,55.3799999999992,1
191,2019-08-01 13:00:00,0.8530481128162607,0.7164923268353376,0.10845997511406044,0.21447698050601416,0.03849025300705103,0.06903069265864789,0.1660667772708419,0.16005852343425966,10054.22,10065.43,10018.49,10031.17,1243.28,12486462.53,23.049999999999272,1
192,2019-08-01 14:00:00,0.8564893071000867,0.7277917023096659,0.10598203592814373,0.20558169375534677,0.037524807527801546,0.0666300256629597,0.1556845594525235,0.15502335329341324,10003.4,10054.22,9989.38,10054.22,1281.07,12837401.9,-50.81999999999971,0
193,2019-08-01 15:00:00,0.8618424855491329,0.7355281791907522,0.10008020231213881,0.20332803468208077,0.038076589595375715,0.061143786127167685,0.1440919797687862,0.15245491329479774,10024.67,10030.37,9978.88,10003.4,1057.52,10581961.57,21.270000000000437,1
194,2019-08-01 16:00:00,0.8498765770707619,0.7123236423477785,0.10980526604498074,0.21306801974766904,0.04031157432803071,0.07461437191442678,0.16026006582556246,0.15634344487109172,10070.55,10073.76,10015.68,10024.67,1564.45,15739797.34,45.8799999999992,1
195,2019-08-01 17:00:00,0.8579279525763805,0.7228755129958951,0.10353716370269037,0.2042503419972642,0.0385371637026904,0.072875056999544,0.1480825353397174,0.14253511171910635,10110.64,10120.87,10031.44,10070.55,1792.6,18057939.75,40.090000000000146,1
196,2019-08-01 18:00:00,0.8596987207763559,0.7257763564181733,0.10044728716365244,0.20134891927657692,0.039851345390383756,0.07287207763564181,0.13643105425672702,0.13664936038817807,10191.29,10213.07,10095.13,10110.64,3363.81,34173800.43,80.65000000000146,1
197,2019-08-01 19:00:00,0.8562496685815298,0.7331171011931067,0.10027706584180283,0.1962222713212553,0.04347724259832079,0.07065974370304903,0.135364869642068,0.14007693327441437,10293.04,10333.06,10191.2,10191.29,4812.72,49444054.58,101.75,1
198,2019-08-01 20:00:00,0.8581364605543698,0.7322008528784639,0.09678123667377395,0.191068230277186,0.045080170575692906,0.07673731343283575,0.11839722814498932,0.12598136460554382,10412.11,10488.81,10293.04,10293.04,6858.7,71316350.37,119.06999999999971,1
199,2019-08-01 21:00:00,0.8530154162384389,0.7257435765673173,0.10821736896197325,0.20742857142857163,0.03876824254881812,0.06683042137718401,0.15421808838643394,0.1518093525179857,10417.21,10438.13,10378.96,10412.11,2383.58,24797977.24,5.099999999998545,1
200,2019-08-01 22:00:00,0.8494222737819036,0.7128294663573091,0.1089112529002321,0.2204472157772625,0.04166415313225062,0.06672331786542922,0.15876334106728543,0.16816206496519745,10403.97,10443.92,10379.65,10417.21,1400.44,14588662.71,-13.239999999999782,0
201,2019-08-01 23:00:00,0.8494696774193546,0.7071161290322583,0.11058258064516135,0.21460064516129057,0.03994129032258066,0.07828193548387098,0.15894561290322598,0.15206812903225805,10409.79,10428.49,10386.76,10403.97,1141.64,11920531.13,5.820000000001528,1
202,2019-08-02 00:00:00,0.8515687779910427,0.7129155470249516,0.10722520793346114,0.21080614203454906,0.04120729366602688,0.07628023032629556,0.1563542546385158,0.14701388355726178,10402.82,10455.87,10340.82,10409.79,2213.41,23018386.13,-6.970000000001164,0
203,2019-08-02 01:00:00,0.8536293222683264,0.7160746887966805,0.10448063623789765,0.2071341632088517,0.04189073305670817,0.07679322268326418,0.1430735822959893,0.1432824343015216,10405.15,10423.96,10385.95,10402.82,703.39,7339925.97,2.3299999999999272,1
204,2019-08-02 02:00:00,0.8498014804845233,0.712914535666219,0.10824158815612382,0.21530148048452227,0.04196500672947511,0.07178331090174965,0.158455248990579,0.16158203230148066,10415.7,10431.76,10403.05,10405.15,666.46,6950759.76,10.550000000001091,1
205,2019-08-02 03:00:00,0.8352709163346621,0.6966533864541831,0.12537848605577687,0.22807171314741026,0.039350597609561756,0.07528685258964145,0.18121752988047815,0.1524816733067729,10365.18,10418.15,10364.83,10415.7,1280.07,13315218.1,-50.52000000000044,0
210,2019-08-02 08:00:00,0.8608457943925234,0.727696261682243,0.10163084112149534,0.20054205607476633,0.037528037383177566,0.07175700934579439,0.16106261682243,0.13909532710280373,10515.57,10543.78,10497.62,10543.31,1087.25,11429439.37,-27.73999999999978,0
